MEM_GENDER,MEM_RACE,MEM_ETHNICITY,MEM_STATE,PRIMARY_CHRONIC_CONDITION_ROLLUP_DESC,member_count
M,3,3,MI,122 - GASTROINTESTINAL  DISORDERS,15
M,3,3,MI,123 - THYROID DISORDERS,19
M,3,3,MI,124 - DERMATOLOGIC DISORDERS,1
M,3,3,MI,126 - OTHER CHRONIC CONDITIONS,161
M,3,3,MI,128 - HEALTHY CHILD (2-5),32
M,3,3,MI,129 - HEALTHY MALE (6-15),90
M,3,3,MI,130 - HEALTHY MALE (16-40),237
M,3,3,MI,131 - HEALTHY MALE (41-64),214
M,3,3,MI,132 - HEALTHY MALE (65-69),48
M,3,3,MI,133 - HEALTHY MALE (70-74),41
M,3,3,MI,134 - HEALTHY MALE (75-79),26
M,3,3,MI,135 - HEALTHY MALE (80-84),6
M,3,3,MI,136 - HEALTHY MALE (85+),5
M,4,1,CA,101 - MAJOR PSYCHOSIS,209
M,4,1,CA,102 - SEVERE DEMENTIA,96
M,4,1,CA,103 - CANCER,220
M,4,1,CA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,468
M,4,1,CA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",294
M,4,1,CA,106 - HIV,242
M,4,1,CA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,34
M,4,1,CA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,270
M,4,1,CA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,48
M,4,1,CA,110 - BOTH CAD & DIABETES,96
M,4,1,CA,111 - CAD,74
M,4,1,CA,112 - DIABETES,1571
M,4,1,CA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),1000
M,4,1,CA,114 - COPD,52
M,4,1,CA,115 - ASTHMA,1102
M,4,1,CA,116 - NEUROLOGIC DISORDERS,351
M,4,1,CA,117 - INTELLECTUAL DISABILITY,881
M,4,1,CA,118 - CONGENITAL ANOMALIES,256
M,4,1,CA,119 - CYSTIC FIBROSIS,4
M,4,1,CA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,182
M,4,1,CA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1221
M,4,1,CA,122 - GASTROINTESTINAL  DISORDERS,210
M,4,1,CA,123 - THYROID DISORDERS,98
M,4,1,CA,124 - DERMATOLOGIC DISORDERS,32
M,4,1,CA,126 - OTHER CHRONIC CONDITIONS,3039
M,4,1,CA,128 - HEALTHY CHILD (2-5),3481
M,4,1,CA,129 - HEALTHY MALE (6-15),10089
M,4,1,CA,130 - HEALTHY MALE (16-40),15627
M,4,1,CA,131 - HEALTHY MALE (41-64),7156
M,4,1,CA,132 - HEALTHY MALE (65-69),765
M,4,1,CA,133 - HEALTHY MALE (70-74),505
M,4,1,CA,134 - HEALTHY MALE (75-79),315
M,4,1,CA,135 - HEALTHY MALE (80-84),192
M,4,1,CA,136 - HEALTHY MALE (85+),164
M,4,1,HI,101 - MAJOR PSYCHOSIS,2
M,4,1,HI,102 - SEVERE DEMENTIA,1
M,4,1,HI,103 - CANCER,9
M,4,1,HI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,12
M,4,1,HI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",10
M,4,1,HI,106 - HIV,1
M,4,1,HI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,1
M,4,1,HI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,6
M,4,1,HI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,3
M,4,1,HI,110 - BOTH CAD & DIABETES,4
M,4,1,HI,111 - CAD,4
M,4,1,HI,112 - DIABETES,42
M,4,1,HI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),48
M,4,1,HI,114 - COPD,2
M,4,1,HI,115 - ASTHMA,50
M,4,1,HI,116 - NEUROLOGIC DISORDERS,12
M,4,1,HI,117 - INTELLECTUAL DISABILITY,53
M,4,1,HI,118 - CONGENITAL ANOMALIES,22
M,4,1,HI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,15
M,4,1,HI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",60
M,4,1,HI,122 - GASTROINTESTINAL  DISORDERS,17
M,4,1,HI,123 - THYROID DISORDERS,2
M,4,1,HI,124 - DERMATOLOGIC DISORDERS,4
M,4,1,HI,126 - OTHER CHRONIC CONDITIONS,145
M,4,1,HI,128 - HEALTHY CHILD (2-5),130
M,4,1,HI,129 - HEALTHY MALE (6-15),285
M,4,1,HI,130 - HEALTHY MALE (16-40),297
M,4,1,HI,131 - HEALTHY MALE (41-64),83
M,4,1,HI,132 - HEALTHY MALE (65-69),4
M,4,1,HI,133 - HEALTHY MALE (70-74),2
M,4,1,HI,134 - HEALTHY MALE (75-79),1
M,4,1,MI,101 - MAJOR PSYCHOSIS,1
M,4,1,MI,103 - CANCER,6
M,4,1,MI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,7
M,4,1,MI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",8
M,4,1,MI,106 - HIV,1
M,4,1,MI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,1
M,4,1,MI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,2
M,4,1,MI,110 - BOTH CAD & DIABETES,2
M,4,1,MI,111 - CAD,4
M,4,1,MI,112 - DIABETES,30
M,4,1,MI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),30
M,4,1,MI,114 - COPD,1
M,4,1,MI,115 - ASTHMA,34
M,4,1,MI,116 - NEUROLOGIC DISORDERS,8
M,4,1,MI,117 - INTELLECTUAL DISABILITY,30
M,4,1,MI,118 - CONGENITAL ANOMALIES,15
M,4,1,MI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,12
M,4,1,MI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",48
M,4,1,MI,122 - GASTROINTESTINAL  DISORDERS,10
M,4,1,MI,123 - THYROID DISORDERS,1
M,4,1,MI,124 - DERMATOLOGIC DISORDERS,3
M,4,1,MI,126 - OTHER CHRONIC CONDITIONS,93
M,4,1,MI,128 - HEALTHY CHILD (2-5),85
M,4,1,MI,129 - HEALTHY MALE (6-15),182
M,4,1,MI,130 - HEALTHY MALE (16-40),194
M,4,1,MI,131 - HEALTHY MALE (41-64),51
M,4,1,MI,132 - HEALTHY MALE (65-69),3
M,4,1,MI,133 - HEALTHY MALE (70-74),1
M,4,1,MI,134 - HEALTHY MALE (75-79),1
M,4,1,WA,101 - MAJOR PSYCHOSIS,28
M,4,1,WA,102 - SEVERE DEMENTIA,3
M,4,1,WA,103 - CANCER,17
M,4,1,WA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,36
M,4,1,WA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",42
M,4,1,WA,106 - HIV,14
M,4,1,WA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,11
M,4,1,WA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,36
M,4,1,WA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,12
M,4,1,WA,110 - BOTH CAD & DIABETES,2
M,4,1,WA,111 - CAD,7
M,4,1,WA,112 - DIABETES,115
M,4,1,WA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),105
M,4,1,WA,114 - COPD,2
M,4,1,WA,115 - ASTHMA,251
M,4,1,WA,116 - NEUROLOGIC DISORDERS,59
M,4,1,WA,117 - INTELLECTUAL DISABILITY,281
M,4,1,WA,118 - CONGENITAL ANOMALIES,86
M,4,1,WA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,27
M,4,1,WA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",354
M,4,1,WA,122 - GASTROINTESTINAL  DISORDERS,56
M,4,1,WA,123 - THYROID DISORDERS,6
M,4,1,WA,124 - DERMATOLOGIC DISORDERS,7
M,4,1,WA,126 - OTHER CHRONIC CONDITIONS,483
M,4,1,WA,128 - HEALTHY CHILD (2-5),615
M,4,1,WA,129 - HEALTHY MALE (6-15),1399
M,4,1,WA,130 - HEALTHY MALE (16-40),1467
M,4,1,WA,131 - HEALTHY MALE (41-64),305
M,4,1,WA,132 - HEALTHY MALE (65-69),16
M,4,1,WA,133 - HEALTHY MALE (70-74),20
M,4,1,WA,134 - HEALTHY MALE (75-79),7
M,4,1,WA,135 - HEALTHY MALE (80-84),6
M,4,1,WA,136 - HEALTHY MALE (85+),3
M,4,2,CA,101 - MAJOR PSYCHOSIS,134
M,4,2,CA,102 - SEVERE DEMENTIA,77
M,4,2,CA,103 - CANCER,191
M,4,2,CA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,313
M,4,2,CA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",217
M,4,2,CA,106 - HIV,152
M,4,2,CA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,30
M,4,2,CA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,226
M,4,2,CA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,40
M,4,2,CA,110 - BOTH CAD & DIABETES,120
M,4,2,CA,111 - CAD,120
M,4,2,CA,112 - DIABETES,944
M,4,2,CA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),958
M,4,2,CA,114 - COPD,59
M,4,2,CA,115 - ASTHMA,346
M,4,2,CA,116 - NEUROLOGIC DISORDERS,184
M,4,2,CA,117 - INTELLECTUAL DISABILITY,306
M,4,2,CA,118 - CONGENITAL ANOMALIES,114
M,4,2,CA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,199
M,4,2,CA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",688
M,4,2,CA,122 - GASTROINTESTINAL  DISORDERS,166
M,4,2,CA,123 - THYROID DISORDERS,102
M,4,2,CA,124 - DERMATOLOGIC DISORDERS,30
M,4,2,CA,126 - OTHER CHRONIC CONDITIONS,1556
M,4,2,CA,128 - HEALTHY CHILD (2-5),1266
M,4,2,CA,129 - HEALTHY MALE (6-15),2187
M,4,2,CA,130 - HEALTHY MALE (16-40),5098
M,4,2,CA,131 - HEALTHY MALE (41-64),4059
M,4,2,CA,132 - HEALTHY MALE (65-69),459
M,4,2,CA,133 - HEALTHY MALE (70-74),204
M,4,2,CA,134 - HEALTHY MALE (75-79),170
M,4,2,CA,135 - HEALTHY MALE (80-84),95
M,4,2,CA,136 - HEALTHY MALE (85+),82
M,4,2,HI,101 - MAJOR PSYCHOSIS,213
M,4,2,HI,102 - SEVERE DEMENTIA,41
M,4,2,HI,103 - CANCER,199
M,4,2,HI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,297
M,4,2,HI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",157
M,4,2,HI,106 - HIV,56
M,4,2,HI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,47
M,4,2,HI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,274
M,4,2,HI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,52
M,4,2,HI,110 - BOTH CAD & DIABETES,97
M,4,2,HI,111 - CAD,144
M,4,2,HI,112 - DIABETES,637
M,4,2,HI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),986
M,4,2,HI,114 - COPD,115
M,4,2,HI,115 - ASTHMA,801
M,4,2,HI,116 - NEUROLOGIC DISORDERS,281
M,4,2,HI,117 - INTELLECTUAL DISABILITY,601
M,4,2,HI,118 - CONGENITAL ANOMALIES,165
M,4,2,HI,119 - CYSTIC FIBROSIS,2
M,4,2,HI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,216
M,4,2,HI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1065
M,4,2,HI,122 - GASTROINTESTINAL  DISORDERS,236
M,4,2,HI,123 - THYROID DISORDERS,52
M,4,2,HI,124 - DERMATOLOGIC DISORDERS,14
M,4,2,HI,126 - OTHER CHRONIC CONDITIONS,1251
M,4,2,HI,128 - HEALTHY CHILD (2-5),1196
M,4,2,HI,129 - HEALTHY MALE (6-15),2355
M,4,2,HI,130 - HEALTHY MALE (16-40),3791
M,4,2,HI,131 - HEALTHY MALE (41-64),1742
M,4,2,HI,132 - HEALTHY MALE (65-69),120
M,4,2,HI,133 - HEALTHY MALE (70-74),52
M,4,2,HI,134 - HEALTHY MALE (75-79),16
M,4,2,HI,135 - HEALTHY MALE (80-84),14
M,4,2,HI,136 - HEALTHY MALE (85+),8
M,4,2,MI,101 - MAJOR PSYCHOSIS,126
M,4,2,MI,102 - SEVERE DEMENTIA,21
M,4,2,MI,103 - CANCER,117
M,4,2,MI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,176
M,4,2,MI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",96
M,4,2,MI,106 - HIV,32
M,4,2,MI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,27
M,4,2,MI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,184
M,4,2,MI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,33
M,4,2,MI,110 - BOTH CAD & DIABETES,58
M,4,2,MI,111 - CAD,99
M,4,2,MI,112 - DIABETES,359
M,4,2,MI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),609
M,4,2,MI,114 - COPD,66
M,4,2,MI,115 - ASTHMA,521
M,4,2,MI,116 - NEUROLOGIC DISORDERS,194
M,4,2,MI,117 - INTELLECTUAL DISABILITY,417
M,4,2,MI,118 - CONGENITAL ANOMALIES,111
M,4,2,MI,119 - CYSTIC FIBROSIS,1
M,4,2,MI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,150
M,4,2,MI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",673
M,4,2,MI,122 - GASTROINTESTINAL  DISORDERS,153
M,4,2,MI,123 - THYROID DISORDERS,35
M,4,2,MI,124 - DERMATOLOGIC DISORDERS,11
M,4,2,MI,126 - OTHER CHRONIC CONDITIONS,806
M,4,2,MI,128 - HEALTHY CHILD (2-5),792
M,4,2,MI,129 - HEALTHY MALE (6-15),1518
M,4,2,MI,130 - HEALTHY MALE (16-40),2409
M,4,2,MI,131 - HEALTHY MALE (41-64),1045
M,4,2,MI,132 - HEALTHY MALE (65-69),57
M,4,2,MI,133 - HEALTHY MALE (70-74),28
M,4,2,MI,134 - HEALTHY MALE (75-79),10
M,4,2,MI,135 - HEALTHY MALE (80-84),10
M,4,2,MI,136 - HEALTHY MALE (85+),8
M,4,2,WA,101 - MAJOR PSYCHOSIS,42
M,4,2,WA,102 - SEVERE DEMENTIA,16
M,4,2,WA,103 - CANCER,39
M,4,2,WA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,48
M,4,2,WA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",52
M,4,2,WA,106 - HIV,19
M,4,2,WA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,5
M,4,2,WA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,57
M,4,2,WA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,7
M,4,2,WA,110 - BOTH CAD & DIABETES,27
M,4,2,WA,111 - CAD,24
M,4,2,WA,112 - DIABETES,183
M,4,2,WA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),196
M,4,2,WA,114 - COPD,19
M,4,2,WA,115 - ASTHMA,146
M,4,2,WA,116 - NEUROLOGIC DISORDERS,64
M,4,2,WA,117 - INTELLECTUAL DISABILITY,157
M,4,2,WA,118 - CONGENITAL ANOMALIES,56
M,4,2,WA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,63
M,4,2,WA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",253
M,4,2,WA,122 - GASTROINTESTINAL  DISORDERS,43
M,4,2,WA,123 - THYROID DISORDERS,17
M,4,2,WA,124 - DERMATOLOGIC DISORDERS,6
M,4,2,WA,126 - OTHER CHRONIC CONDITIONS,346
M,4,2,WA,128 - HEALTHY CHILD (2-5),568
M,4,2,WA,129 - HEALTHY MALE (6-15),800
M,4,2,WA,130 - HEALTHY MALE (16-40),1118
M,4,2,WA,131 - HEALTHY MALE (41-64),671
M,4,2,WA,132 - HEALTHY MALE (65-69),97
M,4,2,WA,133 - HEALTHY MALE (70-74),45
M,4,2,WA,134 - HEALTHY MALE (75-79),30
M,4,2,WA,135 - HEALTHY MALE (80-84),25
M,4,2,WA,136 - HEALTHY MALE (85+),17
M,4,3,CA,101 - MAJOR PSYCHOSIS,254
M,4,3,CA,102 - SEVERE DEMENTIA,124
M,4,3,CA,103 - CANCER,401
M,4,3,CA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,529
M,4,3,CA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",295
M,4,3,CA,106 - HIV,210
M,4,3,CA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,71
M,4,3,CA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,408
M,4,3,CA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,66
M,4,3,CA,110 - BOTH CAD & DIABETES,119
M,4,3,CA,111 - CAD,234
M,4,3,CA,112 - DIABETES,1091
M,4,3,CA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),1659
M,4,3,CA,114 - COPD,73
M,4,3,CA,115 - ASTHMA,542
M,4,3,CA,116 - NEUROLOGIC DISORDERS,315
M,4,3,CA,117 - INTELLECTUAL DISABILITY,384
M,4,3,CA,118 - CONGENITAL ANOMALIES,157
M,4,3,CA,119 - CYSTIC FIBROSIS,1
M,4,3,CA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,380
M,4,3,CA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1098
M,4,3,CA,122 - GASTROINTESTINAL  DISORDERS,263
M,4,3,CA,123 - THYROID DISORDERS,208
M,4,3,CA,124 - DERMATOLOGIC DISORDERS,61
M,4,3,CA,126 - OTHER CHRONIC CONDITIONS,2151
M,4,3,CA,128 - HEALTHY CHILD (2-5),1651
M,4,3,CA,129 - HEALTHY MALE (6-15),2830
M,4,3,CA,130 - HEALTHY MALE (16-40),8129
M,4,3,CA,131 - HEALTHY MALE (41-64),5853
M,4,3,CA,132 - HEALTHY MALE (65-69),781
M,4,3,CA,133 - HEALTHY MALE (70-74),323
M,4,3,CA,134 - HEALTHY MALE (75-79),198
M,4,3,CA,135 - HEALTHY MALE (80-84),102
M,4,3,CA,136 - HEALTHY MALE (85+),82
M,4,3,HI,101 - MAJOR PSYCHOSIS,209
M,4,3,HI,102 - SEVERE DEMENTIA,79
M,4,3,HI,103 - CANCER,300
M,4,3,HI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,402
M,4,3,HI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",249
M,4,3,HI,106 - HIV,79
M,4,3,HI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,66
M,4,3,HI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,372
M,4,3,HI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,100
M,4,3,HI,110 - BOTH CAD & DIABETES,114
M,4,3,HI,111 - CAD,200
M,4,3,HI,112 - DIABETES,766
M,4,3,HI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),1457
M,4,3,HI,114 - COPD,162
M,4,3,HI,115 - ASTHMA,866
M,4,3,HI,116 - NEUROLOGIC DISORDERS,358
M,4,3,HI,117 - INTELLECTUAL DISABILITY,578
M,4,3,HI,118 - CONGENITAL ANOMALIES,200
M,4,3,HI,119 - CYSTIC FIBROSIS,1
M,4,3,HI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,393
M,4,3,HI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",1415
M,4,3,HI,122 - GASTROINTESTINAL  DISORDERS,316
M,4,3,HI,123 - THYROID DISORDERS,97
M,4,3,HI,124 - DERMATOLOGIC DISORDERS,28
M,4,3,HI,126 - OTHER CHRONIC CONDITIONS,1509
M,4,3,HI,128 - HEALTHY CHILD (2-5),1393
M,4,3,HI,129 - HEALTHY MALE (6-15),2439
M,4,3,HI,130 - HEALTHY MALE (16-40),5567
M,4,3,HI,131 - HEALTHY MALE (41-64),2830
M,4,3,HI,132 - HEALTHY MALE (65-69),168
M,4,3,HI,133 - HEALTHY MALE (70-74),46
M,4,3,HI,134 - HEALTHY MALE (75-79),22
M,4,3,HI,135 - HEALTHY MALE (80-84),12
M,4,3,HI,136 - HEALTHY MALE (85+),8
M,4,3,MI,101 - MAJOR PSYCHOSIS,117
M,4,3,MI,102 - SEVERE DEMENTIA,38
M,4,3,MI,103 - CANCER,175
M,4,3,MI,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,246
M,4,3,MI,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",158
M,4,3,MI,106 - HIV,48
M,4,3,MI,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,42
M,4,3,MI,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,215
M,4,3,MI,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,61
M,4,3,MI,110 - BOTH CAD & DIABETES,74
M,4,3,MI,111 - CAD,107
M,4,3,MI,112 - DIABETES,442
M,4,3,MI,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),847
M,4,3,MI,114 - COPD,92
M,4,3,MI,115 - ASTHMA,524
M,4,3,MI,116 - NEUROLOGIC DISORDERS,224
M,4,3,MI,117 - INTELLECTUAL DISABILITY,350
M,4,3,MI,118 - CONGENITAL ANOMALIES,133
M,4,3,MI,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,227
M,4,3,MI,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",892
M,4,3,MI,122 - GASTROINTESTINAL  DISORDERS,185
M,4,3,MI,123 - THYROID DISORDERS,52
M,4,3,MI,124 - DERMATOLOGIC DISORDERS,16
M,4,3,MI,126 - OTHER CHRONIC CONDITIONS,914
M,4,3,MI,128 - HEALTHY CHILD (2-5),873
M,4,3,MI,129 - HEALTHY MALE (6-15),1446
M,4,3,MI,130 - HEALTHY MALE (16-40),3250
M,4,3,MI,131 - HEALTHY MALE (41-64),1525
M,4,3,MI,132 - HEALTHY MALE (65-69),96
M,4,3,MI,133 - HEALTHY MALE (70-74),21
M,4,3,MI,134 - HEALTHY MALE (75-79),13
M,4,3,MI,135 - HEALTHY MALE (80-84),6
M,4,3,MI,136 - HEALTHY MALE (85+),4
M,4,3,WA,101 - MAJOR PSYCHOSIS,35
M,4,3,WA,102 - SEVERE DEMENTIA,13
M,4,3,WA,103 - CANCER,23
M,4,3,WA,104 - RENAL FAILURE AND/OR POST KIDNEY TRANSPLANT,39
M,4,3,WA,"105 - LIVER DISEASE (HEPATITIS, CIRRHOSIS) – POST TRANSPLANT",26
M,4,3,WA,106 - HIV,6
M,4,3,WA,107 - SEVERE RHEUMATIC & OTHER CONNECTIVE TISSUE DISEASE,3
M,4,3,WA,108 - SEVERE HEART FAILURE/TRANSPLANT/RHEUMATIC HEART DISEASE/NON-RHEUMATIC VALVULAR HEART DISEASE,37
M,4,3,WA,109 - HEMOPHILIA & SICKLE CELL & CHRONIC BLOOD DISORDERS,3
M,4,3,WA,110 - BOTH CAD & DIABETES,18
M,4,3,WA,111 - CAD,21
M,4,3,WA,112 - DIABETES,66
M,4,3,WA,113 - HYPERTENSION (INCLUDES STROKE & PERIPHERAL VASCULAR DISEASE),108
M,4,3,WA,114 - COPD,12
M,4,3,WA,115 - ASTHMA,36
M,4,3,WA,116 - NEUROLOGIC DISORDERS,27
M,4,3,WA,117 - INTELLECTUAL DISABILITY,35
M,4,3,WA,118 - CONGENITAL ANOMALIES,18
M,4,3,WA,120 - CHRONIC MUSCULOSKETETAL/OSTEO ARTHRITIS/OSTEPOROSIS,35
M,4,3,WA,"121 - DEPRESSION, SUBSTANCE ABUSE AND OTHER MENTAL HEALTH DISORDER",88
M,4,3,WA,122 - GASTROINTESTINAL  DISORDERS,14
M,4,3,WA,123 - THYROID DISORDERS,11
M,4,3,WA,124 - DERMATOLOGIC DISORDERS,4
M,4,3,WA,126 - OTHER CHRONIC CONDITIONS,121
M,4,3,WA,128 - HEALTHY CHILD (2-5),76
M,4,3,WA,129 - HEALTHY MALE (6-15),198
M,4,3,WA,130 - HEALTHY MALE (16-40),326
M,4,3,WA,131 - HEALTHY MALE (41-64),195
M,4,3,WA,132 - HEALTHY MALE (65-69),41
M,4,3,WA,133 - HEALTHY MALE (70-74),12
M,4,3,WA,134 - HEALTHY MALE (75-79),5
M,4,3,WA,135 - HEALTHY MALE (80-84),11
M,4,3,WA,136 - HEALTHY MALE (85+),3
